vendor_no,supplier_name,part_no,part_desc,blanket_po,po_date,po_qty,unit_price,received_qty,desp_qty,vendor_remark,hal_remark,id,division_name,blanket_line
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.07.24.012-1,BUSH,21SBI-1061,04-10-2021,202,350,0,80,,,15487,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.22.072-1,BRACKET,23SBI-1007,12-02-2024,276,2675,0,184,,,15488,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.13.07.023-1,BRANCH PIPE,21SBI-1061,04-10-2021,15,2150,15,15,,,15489,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.26.026-1,PLATE,23SBI-1007,12-02-2024,53,13390,0,10,,,15490,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.300-1,BRAZED GUIDE VANE,21SBI-1061,04-10-2021,54,17950,52,52,,,15491,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.014-1,REAR FLANGE,23SBI-1007,12-02-2024,34,19640,0,,,,15492,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.01.32.023-1,GUIDE VANE 3RD STAGE,21SBI-1061,04-10-2021,274,6390,263,264,,,15493,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.051-1,THICKENED FLAP(LPC)),23SBI-1007,12-02-2024,162,18450,0,2,,,15494,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.052-1,FLAP(LPC),23SBI-1007,12-02-2024,517,15450,0,40,,,15495,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.053-1,EXT RING OF 4 STG,23SBI-1007,12-02-2024,32,37500,0,,,,15496,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.058-1,GUIDE VANE(LPC),23SBI-1007,12-02-2024,447,13390,0,247,,,15497,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.068-1,THICKENED GUIDE VANE(LPC)),23SBI-1007,12-02-2024,135,13594,0,112,,,15498,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.068-01-1,THICKENED GUIDE VANE(LPC),23SBI-1007,12-02-2024,102,13594,0,90,,,15499,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.125-1,RING,23SBI-1007,12-02-2024,32,17850,0,18,,,15500,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.300-1,BRAZED GUIDE VANE,23SBI-1007,12-02-2024,518,20040,0,105,,,15501,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.310-1,STRUT WITH PIPE,23SBI-1007,12-02-2024,130,7850,0,,,,15502,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.330-1,THICKENED BRAZED GUIDE VANE,23SBI-1007,12-02-2024,130,14150,0,,,,15503,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.330-01-1,THICKENED BRAZED GUIDE VANE,23SBI-1007,12-02-2024,93,14150,0,,,,15504,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.32.340-1,STRUT WITH PIPES,23SBI-1007,12-02-2024,97,9015,0,,,,15505,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.68.075-1-1,CASING,19SBI-1025,23-07-2019,15,1149,15,15,,,15506,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.68.195-1,NUT,18SBI-1265,24-04-2019,123,470,134,135,,,15507,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.07.22.005-1,RIGHT CENTER DISC/THRUSTBEARIG,19SBI-1083,24-10-2019,35,684,35,35,,,15508,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.07.30.008-1,ANGLE PIECE,20SBI-1013,08-10-2020,18,690,12,12,,,15509,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.10.06.008-1,PIPE,19SBI-1057,05-08-2019,27,139,26,27,,,15510,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.12.12.007-1,BUSH,19SBI-1112,12-12-2019,117,2238,108,112,,,15511,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.03.171-1,NIPPLE,19SBI-1132,12-12-2019,50,338,49,50,,,15512,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.07.012-1,FLANGE,19SBI-1150,14-12-2019,53,768,48,51,,,15513,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.07.071-1,BRANCH PIPE,19SBI-1161,17-01-2020,54,2447,54,54,,,15514,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.16.18.004-1,104.16.18.004,20SBI-1053,24-12-2020,192,4429,179,192,,,15515,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.18.01.055-1,PIN,20SBI-1097,01-03-2021,33,540,35,35,,,15516,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,96.13.02.002-1,BUSH,19SBI-1002,17-04-2019,36,289,39,39,,,15517,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,96.26.03.014-1,CASING,19SBI-1146,12-12-2019,22,2238,20,20,,,15518,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,98.36.02.001-1,NUT,20SBI-1048,05-12-2020,432,329,465,465,,,15519,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0146-1,PLUG,20SBI-1048,05-12-2020,9,429,10,10,,,15520,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0148-1,PLUG,21SBI-1138,06-04-2022,35,444,38,38,,,15521,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0151-1,PLUG,22UBI-1054,01-02-2023,143,275,143,143,,,15522,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.7777-1,T-JOINT,19SBI-1119,03-01-2020,35,638,27,28,,,15523,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.7987-1,T-JOINT,21SBI-1053,24-08-2021,18,638,18,18,,,15524,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.01.31.041-1,WASHER,22UBI-1026,02-11-2022,271,1489,70,70,,,15525,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.01.32.024-1,CASING OF PLUG 4 STG,19SBI-1130,12-12-2019,28,2350,27,28,,,15526,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.04.00.051-1,FLANGE,18SBI-1240,29-04-2019,36,500,36,36,,,15527,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.52.048-1,RING,23UBI-1007,26-06-2023,25,1259,0,,,,15528,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.68.078-1-1,CASING,19SBI-1025,23-07-2019,58,939,58,58,,,15529,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.01.109-1,T-JOINT,19SBI-1182,21-02-2020,61,1624,60,61,,,15530,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.03.011-05-1,BUSH,18SBI-1265,24-04-2019,72,90,79,79,,,15531,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.08.032-1,GUIDE VALVE,19SBI-1161,17-01-2020,53,437,53,53,,,15532,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.17.00.208-1,FLANGE,19SBI-1150,14-12-2019,32,1950,30,32,,,15533,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.18.01.054-1,PLATE,20SBI-1097,01-03-2021,31,639,20,31,,,15534,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,96.13.05.062-1,BUSH,19SBI-1002,17-04-2019,33,1139,33,33,,,15535,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0148-1,PLUG,20SBI-1048,05-12-2020,65,429,69,69,,,15536,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0151-1,PLUG,21SBI-1138,06-04-2022,55,308,56,56,,,15537,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0155-1,PLUG,22UBI-1054,01-02-2023,43,396,43,43,,,15538,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.7987-1,T-JOINT,19SBI-1119,03-01-2020,54,638,54,54,,,15539,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.9103-1,T-PIECE,21SBI-1053,24-08-2021,45,569,32,45,,,15540,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.01.32.039-01-1,FLANGE,19SBI-1130,12-12-2019,13,2650,13,13,,,15541,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.04.02.009-1,FIXATOR,22UBI-1026,02-11-2022,4646,172,320,4646,,,15542,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.52.112-1,CASING,23UBI-1007,26-06-2023,34,1287,0,30,,,15543,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.68.095-1-1,CASING,19SBI-1025,23-07-2019,26,1149,26,26,,,15544,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.10.03.005-1,SADDLE,18SBI-1240,29-04-2019,25,850,27,27,,,15545,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.03.011-07-1,BUSH,18SBI-1265,24-04-2019,476,60,484,484,,,15546,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.03.075-1,SLEEVE,20SBI-1013,08-10-2020,30,840,31,31,,,15547,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.05.013-05-1,BUSH,19SBI-1002,17-04-2019,89,139,91,91,,,15548,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.13.07.076-1,PIPE CONNECTION,19SBI-1182,21-02-2020,27,624,27,27,,,15549,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.17.00.114-1,FLANGE,19SBI-1161,17-01-2020,43,2725,40,43,,,15550,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.17.00.262-1,FLANGE,19SBI-1150,14-12-2019,543,468,407,407,,,15551,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,094.2143-1,WASHER,22UBI-1026,02-11-2022,138,51,0,133,,,15552,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0155-1,PLUG,20SBI-1048,05-12-2020,42,429,46,46,,,15553,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,097.0155-1,PLUG,21SBI-1138,06-04-2022,36,444,38,38,,,15554,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.9103-1,T-PIECE,19SBI-1119,03-01-2020,34,569,33,34,,,15555,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,098.9107-1,T-PIECE,21SBI-1053,24-08-2021,5,1134,5,5,,,15556,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.01.24.089-1,FLANGE,19SBI-1161,17-01-2020,31,4744,30,30,,,15557,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.01.32.055-1,CASE OF PLUG OF IIND STAGE,22UBI-1054,01-02-2023,5,1911,0,,,,15558,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.52.113-1,CASING,23UBI-1007,26-06-2023,25,1287,0,23,,,15559,"Sukhoi Engine Divn, Koraput",
IH0530,HYDERABAD METAL CRAFTS (P) LTD,104.06.68.101-1-1,ADAPTER,19SBI-1025,23-07-2019,24,1149,24,24,,,15560,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.33.001-1,PLATE,23SBI-1007,12-02-2024,57,11160,0,,,,15561,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.33.001-01-1,PLATE,23SBI-1007,12-02-2024,42,11160,0,,,,15562,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.35.013-1,PIN OF1ST STG  OFLOW PRES COMP,23SBI-1007,12-02-2024,37,34300,0,,,,15563,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.35.023-1,FLANGE OF 2 STG OF LPC,23SBI-1007,12-02-2024,33,16600,0,,,,15564,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.01.35.033-1,FLANGE OF 3 STG OF LPC,23SBI-1007,12-02-2024,33,16600,0,,,,15565,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.03.01.043-1,Frame,23SBI-1007,12-02-2024,30,22028,0,,,,15566,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.03.02.031-1,SECTION,23SBI-1007,12-02-2024,32,125990,0,7,,,15567,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.00.012-1,FLANGE,23SBI-1007,12-02-2024,30,13300,0,,,,15568,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.03.032-1,Flange,23SBI-1007,12-02-2024,36,17410,0,,,,15569,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.03.047-1,RING,23SBI-1007,12-02-2024,28,69500,0,,,,15570,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.03.078-1,TWISTING APPARATUS,23SBI-1007,12-02-2024,32,87500,0,12,,,15571,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.03.092-1,ADAPTER,23SBI-1007,12-02-2024,32,43550,0,,,,15572,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.22.011-1,MIDDLE SHAFT,23SBI-1007,12-02-2024,31,84820,0,,,,15573,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.23.038-1,COVER,23SBI-1007,12-02-2024,38,25670,0,6,,,15574,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.23.080-1,SPACER,23SBI-1007,12-02-2024,33,32780,0,,,,15575,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.23.081-1,FLANGE,23SBI-1007,12-02-2024,24,7125,0,,,,15576,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.23.135-1,RING,23SBI-1007,12-02-2024,14,53459,0,,,,15577,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.06.52.101-1,COVER,23SBI-1007,12-02-2024,26,7990,0,5,,,15578,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.06.68.208-1,PLUG,23SBI-1007,12-02-2024,25,2890,0,,,,15579,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.07.21.003-1,FRONT CASE,23SBI-1007,12-02-2024,32,6360,0,5,,,15580,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.13.03.122-1,BRANCH PIPE,23SBI-1007,12-02-2024,45,1660,0,44,,,15581,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.13.07.023-1,BRANCH PIPE,23SBI-1007,12-02-2024,35,2585,0,20,,,15582,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.16.17.106-1,STOPPER,23SBI-1007,12-02-2024,1797,890,0,,,,15583,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.17.00.113-1,FLANGE,23SBI-1007,12-02-2024,32,35710,0,,,,15584,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.01.21.045-1,INJECTOR,23SBI-1007,12-02-2024,44,3500,0,,,,15585,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.01.21.047-1,NOZZLE,23SBI-1007,12-02-2024,47,2855,0,18,,,15586,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.01.21.048-1,INJECTOR,23SBI-1007,12-02-2024,29,2855,0,,,,15587,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.01.32.023-1,GUIDE VANE 3RD STAGE,23SBI-1007,12-02-2024,2229,7240,0,279,,,15588,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,96.13.05.148-1,LEVER,23SBI-1007,12-02-2024,25,7140,0,,,,15589,"Sukhoi Engine Divn, Koraput",
IF0438,FORWARD MANUFACTURING COMPANY PVT. LTD,104.04.03.033-1,RING,23SBI-1007,12-02-2024,27,25871,0,,,,15590,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.001-1,1ST CSB(HPC),24SBI-1003,02-05-2024,2577,531,0,,,,15591,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.003-1,3RD CSB(HPC),23SBI-1034,06-04-2024,3201,326,0,88,,,15592,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.004-1,4TH CSB(HPC),19SBI-1198,07-05-2020,1043,261,942,996,,,15593,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.004-1,4TH CSB(HPC),21SBI-1017,28-06-2021,1313,258,790,822,,,15594,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.006-1,6TH CSB(HPC),19SBI-1071,16-08-2019,3437,245,2150,2234,,,15595,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.002-1,2ND CSB(HPC),24SBI-1003,02-05-2024,3145,415,0,,,,15596,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.004-1,4TH CSB(HPC),23SBI-1034,06-04-2024,3993,295,0,,,,15597,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.007-1,7TH CSB(HPC),19SBI-1198,07-05-2020,2362,222,2247,2340,,,15598,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.007-1,7TH CSB(HPC),21SBI-1017,28-06-2021,492,220,439,463,,,15599,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.008-1,8TH CSB(HPC),19SBI-1071,16-08-2019,4688,225,4496,4677,,,15600,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.005-1,5TH CSB(HPC),23SBI-1034,06-04-2024,3881,335,0,207,,,15601,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.009-1,9TH CSB(HPC),19SBI-1071,16-08-2019,4749,240,4616,4811,,,15602,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.011-1,9TH CSB ST.VANE(HPC),19SBI-1198,07-05-2020,2068,219,2024,2072,,,15603,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.011-1,9TH CSB ST.VANE(HPC),21SBI-1017,28-06-2021,1251,217,1164,1194,,,15604,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.006-1,6TH CSB(HPC),23SBI-1034,06-04-2024,5400,311,0,,,,15605,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.007-1,7TH CSB(HPC),23SBI-1034,06-04-2024,4625,250,294,594,,,15606,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.008-1,8TH CSB(HPC),23SBI-1034,06-04-2024,7177,275,0,332,,,15607,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.009-1,9TH CSB(HPC),23SBI-1034,06-04-2024,7071,302,0,,,,15608,"Sukhoi Engine Divn, Koraput",
IG0816,GIRIRAJ PRODUCTS PVT. LTD.,104.01.22.011-1,9TH CSB ST.VANE(HPC),23SBI-1034,06-04-2024,7640,246,0,,,,15609,"Sukhoi Engine Divn, Koraput",
IG0824,GEE PEE AEROSPACE AND DEFENCE PRIVATE LIMITED,104.01.24.083-01-1,BLADE ROOT,19SBI-1134,12-12-2019,59,1830,57,59,,,15610,"Sukhoi Engine Divn, Koraput",
IG0824,GEE PEE AEROSPACE AND DEFENCE PRIVATE LIMITED,104.03.02.012-1,BRACKET,19SBI-1157,28-12-2019,143,2995,109,112,,,15611,"Sukhoi Engine Divn, Koraput",
IG0824,GEE PEE AEROSPACE AND DEFENCE PRIVATE LIMITED,104.07.12.062-1,LOCATOR,19SBI-1108,12-12-2019,1002,135,194,772,,,15612,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,097.0149-1,PLUG,21SBI-1134,23-04-2022,86,61,85,85,,,15613,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,104.04.22.058-1,NUT,19SBI-1115,12-12-2019,67,706,0,2,,,15614,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,097.0152-1,PLUG,21SBI-1134,23-04-2022,64,61,64,64,,,15615,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,104.06.45.003-1,FLANGE,19SBI-1115,12-12-2019,89,482,0,,,,15616,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,098.7159-1,PIPE CONNECTION,21SBI-1134,23-04-2022,863,74,613,830,,,15617,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,104.07.12.041-1,NIPPLE,19SBI-1115,12-12-2019,27,777,0,,,,15618,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,099.7066-1,NIPPLE,21SBI-1134,23-04-2022,31,54,33,33,,,15619,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,96.26.01.059-1,FLANGE,19SBI-1115,12-12-2019,25,813,23,25,,,15620,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,104.06.30.023-1,NUT,21SBI-1134,23-04-2022,7,233,3,6,,,15621,"Sukhoi Engine Divn, Koraput",
IG0851,GRAM TARANG EMPLOYABILITY TRAINING SERVICES PVT. LTD.,104.13.05.008-1,BUSH,21SBI-1134,23-04-2022,25,25,25,25,,,15622,"Sukhoi Engine Divn, Koraput",
IG0904,GURUKRUPA ENGINEERING WORKS,104.01.24.091-1,FLANGE,23UBI-1090,02-11-2023,5,1071,0,5,,,15623,"Sukhoi Engine Divn, Koraput",
IG0904,GURUKRUPA ENGINEERING WORKS,104.13.09.002-1,ELBOW,23UBI-1068,26-08-2023,37,1188,0,2,,,15624,"Sukhoi Engine Divn, Koraput",
IG0904,GURUKRUPA ENGINEERING WORKS,104.04.00.052-1,ADAPTER,23UBI-1068,26-08-2023,5,1188,0,,,,15625,"Sukhoi Engine Divn, Koraput",
IG0904,GURUKRUPA ENGINEERING WORKS,104.07.21.001-1,REAR CASE,23UBI-1090,02-11-2023,6,4375,0,3,,,15626,"Sukhoi Engine Divn, Koraput",
IG0904,GURUKRUPA ENGINEERING WORKS,104.07.21.002-1,MIDDLE CASE,23UBI-1090,02-11-2023,5,6362,0,3,,,15627,"Sukhoi Engine Divn, Koraput",
IG0936,GREENVILLE AEROSPACE PRIVATE LIMITED,104.01.25.012-1,1ST CRB(HPC),24SBI-1028,07-05-2024,1895,9230,0,,,,15628,"Sukhoi Engine Divn, Koraput",
IG0936,GREENVILLE AEROSPACE PRIVATE LIMITED,104.01.25.022-1,2ND CRB(HPC),24SBI-1028,07-05-2024,2171,9384,0,62,,,15629,"Sukhoi Engine Divn, Koraput",
